"Key","Event-Id","Investigation_Type","Event_Date","Country","Airport_Code","Injury_Severity","Aircraft_Damage","airport_id","airport","city","state","lat","long"
4432,"20160326X35043","Accident","2016-03-26","United States","CRW","Fatal(1)","Substantial","CRW","Yeager","Charleston","WV","38.37315083","-81.59318972"
4465,"20160321X34119","Accident","2016-03-19","United States","MYR","Non-Fatal","Substantial","MYR","Myrtle Beach International","Myrtle Beach","SC","33.67975","-78.92833333"
4467,"20160324X73913","Accident","2016-03-18","United States","HSV","Non-Fatal","Substantial","HSV","Huntsville International ","Huntsville","AL","34.6404475","-86.77310944"
4475,"20160316X23841","Accident","2016-03-15","United States","MAF","Non-Fatal","Minor","MAF","Midland International","Midland","TX","31.94252778","-102.20191390000001"
4476,"20160316X23841","Accident","2016-03-15","United States","MAF","Non-Fatal","Substantial","MAF","Midland International","Midland","TX","31.94252778","-102.20191390000001"
4482,"20160314X84212","Accident","2016-03-13","United States","BTV","Non-Fatal","Substantial","BTV","Burlington International","Burlington","VT","44.47300361","-73.1503125"
4510,"20160302X71038","Accident","2016-03-02","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
4544,"20160224X71851","Accident","2016-02-23","United States","GJT","Non-Fatal","Substantial","GJT","Walker ","Grand Junction","CO","39.1224125","-108.5267347"
4549,"20160226X95415","Accident","2016-02-20","United States","MCO","Non-Fatal","Substantial","MCO","Orlando International","Orlando","FL","28.42888889","-81.31602778"
4554,"20160218X62022","Accident","2016-02-17","United States","PHF","Non-Fatal","Substantial","PHF","Newport News/Williamsburg International","Newport News","VA","37.13189556","-76.4929875"
4555,"20160218X94149","Accident","2016-02-17","United States","DTW","Non-Fatal","Substantial","DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
4556,"20160218X94149","Accident","2016-02-17","United States","DTW","Non-Fatal","Minor","DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
4572,"20160213X13428","Accident","2016-02-12","United States","FSM","Non-Fatal","Substantial","FSM","Fort Smith Regional","Fort Smith","AR","35.33659028","-94.36744111"
4584,"20160210X70158","Incident","2016-02-09","United States","DAL","Incident",NULL,"DAL","Dallas Love ","Dallas","TX","32.84711389","-96.85177222"
4585,"20160221X22339","Accident","2016-02-08","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
4586,"20160209X10143","Accident","2016-02-08","United States","SBA","Non-Fatal","Substantial","SBA","Santa Barbara Municipal","Santa Barbara","CA","34.42621194","-119.8403733"
4603,"20160202X33553","Accident","2016-02-01","United States","MOB","Fatal(2)","Destroyed","MOB","Mobile Regional","Mobile","AL","30.69141667","-88.24283333"
4617,"20160201X52407","Incident","2016-01-29","United States","FLL","Incident",NULL,"FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
4625,"20160127X70645","Incident","2016-01-27","United States","DTW","Incident",NULL,"DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
4633,"20160126X02541","Accident","2016-01-24","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
4636,"20160126X75122","Accident","2016-01-24","United States","EWR","Non-Fatal","Substantial","EWR","Newark Intl","Newark","NJ","40.69249722","-74.16866056"
4670,"20160120X30609","Accident","2016-01-12","United States","DHN","Non-Fatal","Substantial","DHN","Dothan ","Dothan","AL","31.32133917","-85.44962889"
4671,"20160120X82009","Incident","2016-01-12","United States","LIT","Incident","Minor","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
4680,"20160208X93451","Accident","2016-01-08","United States","FAR","Non-Fatal","Substantial","FAR","Hector International","Fargo","ND","46.91934889","-96.81498889"
4686,"20160106X32926","Accident","2016-01-06","United States","SAV","Non-Fatal","Substantial","SAV","Savannah International","Savannah","GA","32.12758333","-81.20213889"
4692,"20160105X14823","Accident","2016-01-04","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
4728,"20151222X03629","Accident","2015-12-22","United States","OAK","Fatal(1)","Destroyed","OAK","Metropolitan Oakland International","Oakland","CA","37.72129083","-122.22071670000001"
4740,"20151223X30310","Incident","2015-12-19","United States","SEA","Incident",NULL,"SEA","Seattle-Tacoma Intl","Seattle","WA","47.44898194","-122.30931310000001"
4775,"20151211X65337","Accident","2015-12-10","United States","OMA","Fatal(1)","Substantial","OMA","Eppley Airfield","Omaha","NE","41.30251861","-95.89417306"
4795,"20151207X71739","Accident","2015-12-03","United States","MMH","Non-Fatal","Substantial","MMH","Mammoth Yosemite","Mammoth Lakes","CA","37.62404861","-118.8377722"
4827,"20151125X05054","Accident","2015-11-22","United States","ALB","Non-Fatal","Substantial","ALB","Albany Cty","Albany","NY","42.74811944","-73.80297861"
4848,"20151117X75807","Accident","2015-11-16","United States","PDX","Non-Fatal","Substantial","PDX","Portland Intl","Portland","OR","45.58872222","-122.5975"
4856,"20151210X60219","Accident","2015-11-14","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
4877,"20151109X40213","Accident","2015-11-09","United States","COS","Fatal(2)","Destroyed","COS","City of Colorado Springs Muni","Colorado Springs","CO","38.80580556","-104.70025"
4891,"20151119X94022","Accident","2015-11-04","United States","TYS","Non-Fatal","Substantial","TYS","McGhee-Tyson","Knoxville","TN","35.81248722","-83.99285583"
4909,"20151204X01344","Accident","2015-11-02","United States","ORD","Non-Fatal","Substantial","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
4917,"20151029X44249","Accident","2015-10-29","United States","FLL","Non-Fatal","Substantial","FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
4948,"20151023X50751","Accident","2015-10-21","United States","DFW","Non-Fatal",NULL,"DFW","Dallas-Fort Worth International","Dallas-Fort Worth","TX","32.89595056","-97.0372"
4952,"20151021X11755","Accident","2015-10-19","United States","FSD","Non-Fatal","Substantial","FSD","Joe Foss ","Sioux Falls","SD","43.58135111","-96.74170028"
4958,"20151017X04139","Accident","2015-10-17","United States","PSP","Fatal(2)","Destroyed","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
4980,"20151013X20937","Accident","2015-10-13","United States","BOI","Non-Fatal","Substantial","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
4983,"20151029X61656","Accident","2015-10-12","United States","ABI","Non-Fatal","Substantial","ABI","Abilene Regional","Abilene","TX","32.41132","-99.68189722"
4989,"20151013X91320","Accident","2015-10-12","United States","DAL","Non-Fatal","Substantial","DAL","Dallas Love ","Dallas","TX","32.84711389","-96.85177222"
4994,"20151021X31937","Accident","2015-10-10","United States","TUS","Non-Fatal","Substantial","TUS","Tucson International","Tucson","AZ","32.11608333","-110.94102779999999"
4998,"20151010X52624","Accident","2015-10-09","United States","SAV","Non-Fatal","Substantial","SAV","Savannah International","Savannah","GA","32.12758333","-81.20213889"
5019,"20151005X93607","Accident","2015-10-05","United States","CDC","Fatal(2)","Destroyed","CDC","Cedar City Muni","Cedar City","UT","37.70097028","-113.098575"
5022,"20151006X85826","Accident","2015-10-05","United States","MRY","Non-Fatal","Substantial","MRY","Monterey Peninsula","Monterey","CA","36.5869825","-121.84294779999999"
5044,"20150925X54323","Accident","2015-09-30","United States","PIE","Fatal(1)","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
5054,"20160224X14935","Accident","2015-09-27","United States","SRQ","Non-Fatal","Substantial","SRQ","Sarasota Bradenton International","Sarasota","FL","27.39533333","-82.55411111"
5070,"20150925X82452","Accident","2015-09-25","United States","ICT","Fatal(1)","Destroyed","ICT","Wichita Mid-Continent","Wichita","KS","37.64995889","-97.43304583"
5090,"20150923X41349","Accident","2015-09-21","United States","BOI","Non-Fatal","Substantial","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
5091,"20150921X05442","Incident","2015-09-21","United States","IDA","Incident","Minor","IDA","Idaho Falls Regional","Idaho Falls","ID","43.51455556","-112.07016670000002"
5115,"20150921X14139","Accident","2015-09-18","United States","RKS","Non-Fatal","Substantial","RKS","Rock Springs-Sweetwater County","Rock Springs","WY","41.5942175","-109.0651928"
5165,"20150907X44940","Accident","2015-09-07","United States","GSO","Fatal(3)","Destroyed","GSO","Piedmont Triad International","Greensboro","NC","36.09774694","-79.9372975"
5173,"20150909X52721","Accident","2015-09-05","United States","MAF","Fatal(1)","Substantial","MAF","Midland International","Midland","TX","31.94252778","-102.20191390000001"
5176,"20150915X93727","Accident","2015-09-04","United States","ILM","Non-Fatal","Substantial","ILM","Wilmington International","Wilmington","NC","34.27061111","-77.90255556"
5209,"20150831X30510","Accident","2015-08-28","United States","LAS","Non-Fatal","Minor","LAS","McCarran International","Las Vegas","NV","36.08036111","-115.15233329999998"
5210,"20150831X30510","Accident","2015-08-28","United States","LAS","Non-Fatal","Substantial","LAS","McCarran International","Las Vegas","NV","36.08036111","-115.15233329999998"
5213,"20150828X53921","Accident","2015-08-28","United States","SWF","Fatal(1)","Destroyed","SWF","Stewart","Newburgh","NY","41.50409361","-74.10483833"
5257,"20150903X93747","Accident","2015-08-20","United States","TUS","Non-Fatal","Substantial","TUS","Tucson International","Tucson","AZ","32.11608333","-110.94102779999999"
5262,"20150827X20826","Accident","2015-08-19","United States","ISP","Non-Fatal","Substantial","ISP","Long Island - MacArthur","Islip","NY","40.7952425","-73.10021194"
5273,"20150817X20533","Accident","2015-08-17","United States","MFE","Fatal(2)","Destroyed","MFE","McAllen Miller International","McAllen","TX","26.17583333","-98.23861111"
5294,"20150818X14949","Accident","2015-08-15","United States","CLT","Non-Fatal","Substantial","CLT","Charlotte/Douglas International","Charlotte","NC","35.21401111","-80.94312583"
5350,"20150807X24307","Accident","2015-08-06","United States","BLI","Non-Fatal","Substantial","BLI","Bellingham Intl","Bellingham","WA","48.79275","-122.53752779999999"
5364,"20150805X31710","Accident","2015-08-04","United States","AUS","Non-Fatal","Substantial","AUS","Austin-Bergstrom International","Austin","TX","30.19453278","-97.66987194"
5378,"20150803X45641","Accident","2015-08-02","United States","ORD","Non-Fatal","Substantial","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
5393,"20150803X62705","Accident","2015-07-30","United States","TLH","Non-Fatal","Substantial","TLH","Tallahassee Regional","Tallahassee","FL","30.39652778","-84.35033333"
5437,"20150801X43013","Accident","2015-07-23","United States","BWI","Non-Fatal","Substantial","BWI","Baltimore-Washington International","Baltimore","MD","39.17540167","-76.66819833"
5447,"20150729X83103","Accident","2015-07-22","United States","PBI","Non-Fatal","Substantial","PBI","Palm Beach International","West Palm Beach","FL","26.68316194","-80.09559417"
5468,"20150721X25227","Accident","2015-07-19","United States","ILM","Non-Fatal","Substantial","ILM","Wilmington International","Wilmington","NC","34.27061111","-77.90255556"
5522,"20150716X95232","Accident","2015-07-10","United States","BUF","Non-Fatal","Substantial","BUF","Buffalo Niagara Intl","Buffalo","NY","42.94052472","-78.73216667"
5530,"20150709X90721","Accident","2015-07-08","United States","BZN","Non-Fatal","Substantial","BZN","Gallatin ","Bozeman","MT","45.77690139","-111.15300719999999"
5537,"20150707X10125","Accident","2015-07-07","United States","IAH","Non-Fatal","Substantial","IAH","George Bush Intercontinental","Houston","TX","29.98047222","-95.33972222"
5557,"20150707X72048","Accident","2015-07-03","United States","LBB","Non-Fatal","Substantial","LBB","Lubbock International","Lubbock","TX","33.66363889","-101.8227778"
5577,"20150701X21125","Accident","2015-06-30","United States","SLC","Non-Fatal","Substantial","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
5595,"20150629X60341","Accident","2015-06-28","United States","IDA","Non-Fatal","Minor","IDA","Idaho Falls Regional","Idaho Falls","ID","43.51455556","-112.07016670000002"
5596,"20150629X60341","Accident","2015-06-28","United States","IDA","Non-Fatal","Substantial","IDA","Idaho Falls Regional","Idaho Falls","ID","43.51455556","-112.07016670000002"
5599,"20150717X41748","Accident","2015-06-28","United States","BOS","Non-Fatal",NULL,"BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
5649,"20150624X55528","Accident","2015-06-19","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
5652,"20150622X32906","Accident","2015-06-18","United States","LGB","Non-Fatal","Substantial","LGB","Long Beach (Daugherty )","Long Beach","CA","33.81772222","-118.1516111"
5698,"20150608X90730","Accident","2015-06-08","United States","PIE","Non-Fatal",NULL,"PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
5716,"20150605X52542","Incident","2015-06-05","United States","BDL","Incident","Minor","BDL","Bradley International","Windsor Locks","CT","41.93887417","-72.68322833"
5718,"20150605X23836","Accident","2015-06-05","United States","EGE","Fatal(1)","Substantial","EGE","Eagle County Regional","Eagle","CO","39.64256778","-106.91769529999999"
5728,"20150605X84653","Accident","2015-06-03","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
5753,"20150603X42135","Accident","2015-05-30","United States","HRL","Non-Fatal","Substantial","HRL","Valley International","Harlingen","TX","26.22850611","-97.65439389"
5772,"20150528X55511","Accident","2015-05-27","United States","MLB","Non-Fatal","Substantial","MLB","Melbourne International ","Melbourne","FL","28.10275","-80.64580556"
5795,"20150523X02458","Accident","2015-05-23","United States","CAE","Fatal(1)","Destroyed","CAE","Columbia Metropolitan","Columbia","SC","33.93884","-81.11953944"
5840,"20150514X24409","Accident","2015-05-12","United States","PHF","Non-Fatal","Substantial","PHF","Newport News/Williamsburg International","Newport News","VA","37.13189556","-76.4929875"
